informs us	lig ons	2
irony that	ironie dat	2
irony that the	ironie dat die	2
the implications of	die implikasies van die	2
the binary oppositions	die binêre opposisies	2
a point about	n punt oor	2
about free	oor vrye	2
narrative describes	narratief beskryf	2
narrative describes a	narratief beskryf n	2
personal experience with	persoonlike ervaring met	2
story presents	verhaal bied	2
story presents a	verhaal bied n	2
presents a conflict between	bied n konflik tussen	2
sexual freedom	seksuele vryheid	2
sexual freedom and	seksuele vryheid en	2
text is a response to the	teks is n reaksie op die	2
is a response to the	is n reaksie op die	2
journalism as	joernalistiek as	2
structure of the text follows a	struktuur van die teks volg n	2
text follows a linear	teks volg n lineêre	2
the breakdown	die afbreek	2
breakdown	afbreek	2
the breakdown of	die afbreek van	2
breakdown of	afbreek van	2
the consumer	die verbruikersgemeenskap	2
of neutrality	van neutraliteit	2
identifies five	identifiseer vyf	2
text sows	teks saai	2
sows	saai	2
a critique of traditional	n kritiek op tradisionele	2
critique of traditional	kritiek op tradisionele	2
of traditional	op tradisionele	2
to develop his	toe om sy	2
hypertext enables	hiperteks maak	2
enables narrative	maak narratiewe	2
breakthroughs	deurbrake	2
this chapter is	hierdie hoofstuk is	2
is one with	is een met	2
provides an excellent	bied n uitstekende	2
an excellent example of the	n uitstekende voorbeeld van die	2
excellent example of the	uitstekende voorbeeld van die	2
the mainstream	die hoofstroommedia	2
as a fashion	as n mode	2
a fashion	n mode	2
the representational	die verteenwoordigende	2
capacity of	kapasiteit van	2
identifies three	identifiseer drie	2
three ways	drie maniere	2
depicts an	beeld n	2
between music	tussen musiek	2
between music and	tussen musiek en	2
ontological assumptions	ontologiese aannames	2
contemporary media	kontemporêre media	2
of new and	van nuwe en	2
book refers	boek verwys	2
book refers to	boek verwys na	2
cinematic and	filmiese en	2
cinematic and literary	filmiese en literêre	2
texting	sms'e	2
rampant	ongebreidelde	2
is composed of different	is saamgestel uit verskillende	2
composed of different	saamgestel uit verskillende	2
combination of images text	kombinasie van beelde teks	2
of images text	van beelde teks	2
combination of images text and	kombinasie van beelde teks en	2
of images text and	van beelde teks en	2
is the language	is die taal	2
schematized	geskematiseer	2
by the use of	deur die gebruik van die	2
the first person and	die eerste persoon en	2
to a theory	op n teorie	2
criticism in the form	kritiek in die vorm	2
criticism in the form of	kritiek in die vorm van	2
is a central theme	is n sentrale tema	2
pervasive	deurdringend	2
pervasive in	deurdringend in	2
theory argues that all	teorie argumenteer dat alle	2
goods and services	goedere en dienste	2
decides on	besluit op	2
the establishment	die vestiging	2
the establishment of	die vestiging van	2
text evokes an	teks roep n	2
an association	n assosiasie	2
is confronted with an	word gekonfronteer met n	2
confronted with an	gekonfronteer met n	2
almost infinite	byna oneindige	2
and conflicting	en teenstrydige	2
reader feels the	leser voel die	2
feels the	voel die	2
affected	geraak	2
metaphors which	metafore wat	2
connecting	om	2
between writing and	tussen skryf en	2
writing and reading	skryf en lees	2
and reading as	en lees as	2
as conceptual	as konseptuele	2
a departure	n afwyking	2
departure	afwyking	2
a departure from	n afwyking van	2
departure from	afwyking van	2
and opposing	en opponerende	2
the generation	die generering	2
the generation of	die generering van	2
the relationship between new	die verhouding tussen nuwe	2
relationship between new	verhouding tussen nuwe	2
distinctive voice	kenmerkende stem	2
distinctive voice and	kenmerkende stem en	2
foregrounds	plaas	2
is highly referential	is hoogs verwysend	2
highly referential	hoogs verwysend	2
is highly referential and	is hoogs verwysend en	2
highly referential and	hoogs verwysend en	2
structure of the text makes	struktuur van die teks maak	2
makes its	maak die	2
of the game is to	van die spel is om	2
the game is to	die spel is om	2
game is to	spel is om	2
was caused	is veroorsaak	2
caused by the	veroorsaak deur die	2
the violation	die skending	2
violation	skending	2
the violation of	die skending van	2
violation of	skending van	2
are strategically	is strategies	2
theory is used	teorie word gebruik	2
theory is used to	teorie word gebruik om	2
the novel and	die roman en	2
political context of	politieke konteks van	2
economy and	ekonomie en	2
and rational	en rasionele	2
of childhood	van kinderjare	2
an alternative reading	n alternatiewe leeswerk	2
alternative reading	alternatiewe leeswerk	2
capitalism relies	kapitalisme staatmaak	2
capitalism relies on	kapitalisme staatmaak op	2
practices that	praktyke wat	2
text draws from the	teks put uit die	2
draws from the	put uit die	2
a playful	n spelagtige	2
playful	spelagtige	2
text distinguishes between the	teks onderskei tussen die	2
its production	sy produksie	2
sexual violence and	seksuele geweld en	2
torture	marteling	2
as part of an	as deel van n	2
text works as	teks werk as	2
egocentrism	egosentrisme	2
the visual experience	die visuele ervaring	2
the visual experience of	die visuele ervaring van	2
visual experience of	visuele ervaring van	2
experience of reading	ervaring van lees	2
the meaning of individual	die betekenis van individuele	2
meaning of individual	betekenis van individuele	2
a distillation	n distillasie	2
distillation	distillasie	2
a distillation of	n distillasie van	2
distillation of	distillasie van	2
text creates a strong	teks skep n sterk	2
creates a strong sense	skep n sterk gevoel	2
creates a strong sense of	skep n sterk gevoel van	2
sense of identity	gevoel van identiteit	2
identity and community	identiteit en gemeenskap	2
and community	en gemeenskap	2
optimized	geoptimaliseerde	2
text uses excessive	teks gebruik oormatige	2
uses excessive	gebruik oormatige	2
reduced to a	gereduseer tot n	2
a playful	n ludieke	2
text uses the inverted	teks gebruik die omgekeerde	2
and reveals	en openbaar	2
relies on irony to	staat op ironie om	2
on irony to	op ironie om	2
walls	mure	2
paradigm in	paradigma in	2
of language and its	van taal en die	2
boxes	bokse	2
different rhetorical strategies	verskillende retoriese strategieë	2
more graphic	meer grafiese	2
overview of rhetorical	oorsig van retoriese	2
from its	vanaf sy	2
its place in	sy plek in	2
in a communicative	in n kommunikatiewe	2
password	wagwoordbeskermde	2
uses hypertext as an	gebruik hiperteks as n	2
when real	wanneer werklike	2
words or images	woorde of beelde	2
typed	getikte	2
blood	bloed	2
clues in the text	leidrade in die teks	2
very significant	baie betekenisvol	2
particularly interested in the	veral belang in die	2
speaker and the	spreker en die	2
elision	elisie	2
two rhetorical	twee retoriese	2
central figure	sentrale figuur	2
central figure of	sentrale figuur van	2
central figure of the	sentrale figuur van die	2
of the story is a	van die verhaal is n	2
forces	magte	2
and records	en teken	2
rather than specific	eerder as spesifieke	2
than specific	as spesifieke	2
with higher	met hoër	2
of the iceberg	van die ysberg	2
the iceberg	die ysberg	2
iceberg	ysberg	2
decorated	versierde	2
templates	sjablone	2
sentences from the	sinne uit die	2
signature	handtekening	2
smartphones	slimfone	2
transition and	oorgang en	2
is in fact	is in werklikheid	2
is fragmented and tells	is gefragmenteer en vertel	2
fragmented and tells	gefragmenteer en vertel	2
past present	verlede hede	2
past present and	verlede hede en	2
past present and future	verlede hede en toekoms	2
present and future	hede en toekoms	2
through the course	deur die verloop	2
through the course of	deur die verloop van	2
the course of	die verloop van die	2
course of the	verloop van die	2
inward	binne	2
gigantic	reusagtige	2
shortcut	kortpad	2
shortcut to	kortpad na	2
hair	hare	2
gold	goud	2
the intellect	die intellek	2
function are	funksie is	2
important in	belangriker in	2
in socio	in sosio	2
misunderstanding of	misverstand van	2
of data collection	van data insameling	2
use of hyperlinks in the text	gebruik van hiperskakels in die teks	2
of hyperlinks in the text	van hiperskakels in die teks	2
the text helps readers	die teks help lesers	2
text helps readers	teks help lesers	2
symbolic content of the	simboliese inhoud van die	2
between primary	tussen primêre	2
between primary and	tussen primêre en	2
between primary and secondary	tussen primêre en sekondêre	2
and secondary texts	en sekondêre tekste	2
secondary texts	sekondêre tekste	2
and narratology	en narratologie	2
narratology which	narratologie wat	2
the study of narrative	die studie van narratief	2
in a text can	in n teks kan	2
a text can also	n teks kan ook	2
a finished	n voltooide	2
author uses rhetorical strategies	skrywer gebruik retoriese strategieë	2
author uses rhetorical strategies to	skrywer gebruik retoriese strategieë om	2
the struggle of	die stryd van die	2
struggle of the	stryd van die	2
text is ambiguous or	teks is dubbelsinnig of	2
experiential	ervaringsmatig	2
ironic references	ironiese verwysings	2
ironic references to	ironiese verwysings na	2
capacity of	vermoë van	2
through their use	deur hul gebruik	2
use in a	gebruik in n	2
of software is	van sagteware is	2
semantics refers	semantiek verwys	2
semantics refers to	semantiek verwys na	2
of text that borrow fiction	van teks wat fiksie leen	2
text that borrow fiction	teks wat fiksie leen	2
that borrow fiction	wat fiksie leen	2
borrow fiction	fiksie leen	2
and circular	en sirkelvormige	2
relationship between its	verhouding tussen sy	2
subtext and	subteks en	2
innovation or	vernuwing of	2
a pun	n woordspeling	2
a pun or	n woordspeling of	2
text contains an abstract	teks bevat n abstrakte	2
contains an abstract	bevat n abstrakte	2
against its	teen sy	2
more the	meer die	2
world and	tekswêreld en	2
text provides a context	teks verskaf n konteks	2
provides a context	verskaf n konteks	2
and meaning to	en betekenis aan	2
and meaning to the	en betekenis aan die	2
text uses evocative	teks gebruik evokatiewe	2
uses evocative	gebruik evokatiewe	2
text uses unconventional	teks gebruik onkonvensionele	2
uses unconventional	gebruik onkonvensionele	2
text uses implicit	teks gebruik implisiete	2
uses implicit	gebruik implisiete	2
about to	punt om	2
entire plot	hele intrige	2
structure helps	hiperteksstruktuur help	2
theories such	teorieë soos	2
the ideologies of	die ideologieë van	2
of patriarchy and	van patriargie en	2
is the central concept	is die sentrale konsep	2
the central concept	die sentrale konsep	2
is the central concept that	is die sentrale konsep wat	2
the central concept that	die sentrale konsep wat	2
central concept that	sentrale konsep wat	2
of themes	van temas	2
theme from	tema van	2
uses dramatic irony	gebruik dramatiese ironie	2
no words	geen woorde	2
multiple endings	veelvuldige eindes	2
participate in	neem deel aan	2
participate in the	neem deel aan die	2
in the construction	deel aan die konstruksie	2
in the construction	aan die konstruksie	2
in the construction of	deel aan die konstruksie van	2
in the construction of	aan die konstruksie van	2
and identity are	en identiteit is	2
identity are	identiteit is	2
are ambiguous and	is dubbelsinnig en	2
an author's	n outeur	2
wide and	wye en	2
syntagmatic and	sintagmatiese en	2
in a universal	in n universele	2
universal language	universele taal	2
allows for several	voorsiening vir verskeie	2
for several	vir verskeie	2
interacts with	wisselwerking met	2
interacts with the	wisselwerking met die	2
environment using	omgewing deur	2
using new	deur nuwe	2
molecular	molekulêre	2
are interconnected	is onderling	2
can be	kan gelyktydig	2
directly	direkte	2
objects are	voorwerpe is	2
polyphony	polifonie	2
and characterization	en karakterisering	2
text uses codes	teks gebruik kodes	2
uses codes	gebruik kodes	2
algorithms that	algoritmes wat	2
into images	in beelde	2
use of two	gebruik van twee	2
devices are	toestelle word	2
devices are used	toestelle word gebruik	2
tools for	gereedskap vir	2
as a reconstruction	as n rekonstruksie	2
a reconstruction	n rekonstruksie	2
as a reconstruction of	as n rekonstruksie van	2
a reconstruction of	n rekonstruksie van	2
post	na	2
an interrelated	n interverwante	2
interrelated	interverwante	2
and visual design	en visuele ontwerp	2
the juxtaposition of	die jukstaposisie van die	2
the two opposing	die twee opponerende	2
outline to	uiteensetting om	2
between paragraphs	tussen paragrawe	2
uses syncopation	gebruik sinkopering	2
syncopation	sinkopering	2
ideas of identity	idees van identiteit	2
text expands the	teks brei die	2
of immersion	van onderdompeling	2
immersion in a	onderdompeling in n	2
give the text	gee die teks	2
spaces in the	spasies in die	2
metaphorical approach	metaforiese benadering	2
interpretation of its	interpretasie van sy	2
higher order	hoër orde	2
features provide	kenmerke bied	2
uses technical	gebruik tegniese	2
non technical	nie tegniese	2
a theory or	n teorie of	2
or method	of metode	2
between virtual	tussen virtuele	2
between virtual and	tussen virtuele en	2
between virtual and real	tussen virtuele en werklike	2
acclaimed	bekroonde	2
representing different	wat verskillende	2
introduced in the text	wat in die teks	2
of systematic	van sistematiese	2
allowed readers	het lesers	2
navigate through a	om deur n	2
for something	na iets	2
of evolution	van evolusie	2
reflecting changing	wat veranderende	2
or real	of werklik	2
camera	kamerabewegings	2
are important to	is belangrik om	2
are those	is daardie	2
languages that	tale wat	2
emotional effect	emosionele effek	2
emotional effect of	emosionele effek van	2
effect of text	effek van teks	2
is manifested	word gemanifesteer	2
resources by	hulpbronne deur	2
suggests that a	voor dat n	2
between cognitive	tussen kognitiewe	2
cognitive processes and	kognitiewe prosesse en	2
micro	mikrovlak	2
an interpersonal	n interpersoonlike	2
the body as an	die liggaam as n	2
body as an	liggaam as n	2
the body as an object	die liggaam as n voorwerp	2
body as an object	liggaam as n voorwerp	2
as an object	as n voorwerp	2
form that	teksvorm wat	2
is written as a stream	is geskryf as n stroom	2
written as a stream	geskryf as n stroom	2
is written as a stream of	is geskryf as n stroom van	2
written as a stream of	geskryf as n stroom van	2
as a stream of	as n stroom van	2
of language and the	van taal en die	2
text describes an event that	teks beskryf n gebeurtenis wat	2
describes an event that	beskryf n gebeurtenis wat	2
combines many	kombineer baie	2
structures in	strukture op	2
as documents	as dokumente	2
a therapeutic	n terapeutiese	2
a melodramatic	n melodramatiese	2
melodramatic structure	melodramatiese struktuur	2
text uses a poetic	teks gebruik n poëtiese	2
uses a poetic structure	gebruik n poëtiese struktuur	2
a poetic structure	n poëtiese struktuur	2
uses a poetic structure to	gebruik n poëtiese struktuur om	2
a poetic structure to	n poëtiese struktuur om	2
text uses a pattern	teks gebruik n patroonstruktuur	2
uses a pattern	gebruik n patroonstruktuur	2
a pattern	n patroonstruktuur	2
pattern	patroonstruktuur	2
structural hierarchy	strukturele hiërargie	2
sequence	volgordestruktuur	2
text uses a metaphor	teks gebruik n metafoorstruktuur	2
uses a metaphor	gebruik n metafoorstruktuur	2
a metaphor	n metafoorstruktuur	2
metaphor	metafoorstruktuur	2
text uses a specialized	teks gebruik n gespesialiseerde	2
uses a specialized	gebruik n gespesialiseerde	2
text uses a specialized vocabulary	teks gebruik n gespesialiseerde woordeskat	2
uses a specialized vocabulary	gebruik n gespesialiseerde woordeskat	2
specialized vocabulary that	gespesialiseerde woordeskat wat	2
exclusive	eksklusiewe	2
a transactional	n transaksionele	2
trust in the	vertroue in die	2
many similarities	baie ooreenkomste	2
more abstract	meer abstrak	2
to conventional	vir konvensionele	2
intuitions	intuïsies	2
increase	neem	2
of the unique	van die unieke	2
of consumer	van verbruikerskultuur	2
lurks	skuil	2
struggle for	stryd om	2
the movements of	die bewegings van	2
movements of the	bewegings van die	2
even when the	selfs wanneer die	2
as a general	as n algemene	2
image is not	beeld is nie	2
immense	ontsaglike	2
textual connections	tekstuele verbande	2
references create	verwysings skep	2
experience by	ervaring deur	2
almost never	byna nooit	2
of structural frames	van strukturele rame	2
structural frames	strukturele rame	2
frames in	rame in	2
material in ways	materiaal op maniere	2
material in ways that	materiaal op maniere wat	2
text is linguistically	teks is linguisties	2
is linguistically	is linguisties	2
text contains examples of the	teks bevat voorbeelde van die	2
contains examples of the	bevat voorbeelde van die	2
examples of the use	voorbeelde van die gebruik	2
examples of the use	voorbeelde van die gebruik van	2
use of puns and	gebruik van woordspeling en	2
of puns and	van woordspeling en	2
strategies in the text	strategieë in die teks	2
a smooth	n gladde	2
smooth transition	gladde oorgang	2
smooth transition between	gladde oorgang tussen	2
the novel has	die roman het	2
a specific function	n spesifieke funksie	2
the movie's	die fliek	2
and grammar are	en grammatika is	2
forms of linguistic	vorme van linguistiese	2
with figurative	met figuurlike	2
autoethnography	outo	2
autoethnography	outo etnografie	2
autoethnography	etnografie	2
text constitutes	teks vorm	2
literary texts are	literêre tekste is	2
surreal or	surrealistiese of	2
the decisive	die deurslaggewende	2
texts often play	tekste speel dikwels	2
often play	speel dikwels	2
themes but	temas maar	2
but avoid	maar vermy	2
texts double	tekste verdubbel	2
double	verdubbel	2
female	vrouekarakters	2
examine the way	ondersoek die manier	2
texts tell	tekste vertel	2
tell the	vertel die	2
story of	verhaal oor	2
story of the	verhaal oor die	2
give voice	gee stem	2
magical creatures	magiese wesens	2
in imaginative	in verbeeldingryke	2
thinking behind	denke agter	2
behind these	agter hierdie	2
these texts can	hierdie tekste kan	2
in the characters	in die karakters	2
is critically	is krities	2
both male	beide manlike	2
both male and	beide manlike en	2
both male and female	beide manlike en vroulike	2
government's	regering	2
the industry	die bedryf	2
a large and	n groot en	2
market for	mark vir	2
antihero	antiheld	2
is haunted	word geteister	2
haunted	geteister	2
is haunted by	word geteister deur	2
haunted by	geteister deur	2
a repetitive format	n herhalende formaat	2
repetitive format	herhalende formaat	2
the antagonists	die antagoniste	2
antagonists in	antagoniste in	2
view and	siening en	2
in his discussion	in sy bespreking	2
his discussion	sy bespreking	2
a deliberate strategy to	n doelbewuste strategie om	2
deliberate strategy to	doelbewuste strategie om	2
in the foreground and	op die voorgrond en	2
the foreground and	die voorgrond en	2
here can	hier kan	2
also plays an	speel ook n	2
also plays an important	speel ook n belangrike	2
also plays an important role	speel ook n belangrike rol	2
also plays an important role in	speel ook n belangrike rol in	2
cyberspace is	kuberruimte word	2
is made possible by the	word moontlik gemaak deur die	2
made possible by the	moontlik gemaak deur die	2
by the textual	deur die tekstuele	2
freedoms	vryhede	2
deconstructs the use	dekonstrueer die gebruik	2
deconstructs the use of	dekonstrueer die gebruik van	2
images within	beelde binne	2
images within a	beelde binne n	2
commercial	advertensie	2
headphones	oorfone	2
the use of human	die gebruik van menslike	2
use of human	gebruik van menslike	2
decoration	versiering	2
does and	doen en	2
where it	waarheen dit	2
sentence creates	sin skep	2
of convergence	van konvergensie	2
focus on the details	fokus op die besonderhede	2
and tables are used to	en tabelle word gebruik om	2
tables are used to	tabelle word gebruik om	2
inequality or	ongelykheid of	2
or oppression	of onderdrukking	2
a discursive process	n diskursiewe proses	2
more dynamic	meer dinamies	2
more dynamic than	meer dinamies as	2
dynamic than	dinamies as	2
theorists criticize	teoretici kritiseer	2
of male subjectivity	van manlike subjektiwiteit	2
male subjectivity	manlike subjektiwiteit	2
social history	sosiale geskiedenis	2
of influence	van invloed	2
discussions about	besprekings oor	2
like a narrative	soos n narratief	2
narrative than	narratief as	2
charts	grafieke	2
frustrating	frustrerende	2
of knowledge in	van kennis in	2
things like	dinge soos	2
that the text uses to	wat die teks gebruik om	2
of the information in	van die inligting in	2
of the information in	van die inligting in die	2
database	hiperteksdatabasis	2
link the	koppel die	2
connect the	verbind die	2
symbols in the text	simbole in die teks	2
in the text serve	in die teks dien	2
the text serve	die teks dien	2
text serve	teks dien	2
ground for	grond vir	2
for the discussion	vir die bespreking	2
for the discussion of	vir die bespreking van	2
conceptualization of the	konseptualisering van die	2
the structure of texts	die struktuur van tekste	2
superficiality	oppervlakkigheid	2
superficiality of	oppervlakkigheid van	2
a future	n toekoms	2
author adopts a dialogic	skrywer neem n dialogiese	2
adopts a dialogic	neem n dialogiese	2
approach	leerbenadering	2
for the author	vir die skrywer	2
the author in	die skrywer in die	2
different texts with	verskillende tekste met	2
this text is formal	hierdie teks is formeel	2
this text is formal and	hierdie teks is formeel en	2
passive voice with a	passiewe stem met n	2
voice with a	stem met n	2
were often	is dikwels	2
from a source	uit n bron	2
and informal language	en informele taal	2
sarcasm in	sarkasme in	2
author uses metaphors to	skrywer gebruik metafore om	2
describe how a	beskryf hoe n	2
announcement is	aankondiging is	2
and potentially	en potensieel	2
sector	sektor	2
multinational companies	multinasionale maatskappye	2
contains a complete	bevat n volledige	2
discussion of these	bespreking van hierdie	2
standards	lewenstandaarde	2
in some	op sommige	2
deliberately and	doelbewus en	2
relationships and	verwantskappe en	2
and accidental	en toevallige	2
own culture	eie kultuur	2
participant in a	deelnemer aan n	2
their semiotic	hul semiotiese	2
many different texts	baie verskillende tekste	2
or pieces	of stukke	2
text contains hypertexts	teks bevat hipertekste	2
contains hypertexts	bevat hipertekste	2
hypertexts that	hipertekste wat	2
organize information	organiseer inligting	2
you read	jy lees	2
has roots	het wortels	2
has roots in	het wortels in	2
in fields	in velde	2
manuscript was	manuskrip is	2
devices require	toestelle vereis	2
scanned	geskandeer	2
file	rekenaarlêer	2
conditions	omstandighede	2
mutations	mutasies	2
text may well	teks kan heel	2
has also	is ook	2
conclusion of	slot van	2
conclusion of the	slot van die	2
is highly	is baie	2
highly	baie	2
debatable	debatteerbaar	2
particular text is	spesifieke teks is	2
and needs	en moet	2
in an emotional	in n emosionele	2
academic community	akademiese gemeenskap	2
in more detail	in meer besonderhede	2
more detail	meer besonderhede	2
author uses allegory	skrywer gebruik allegorie	2
author uses allegory to	skrywer gebruik allegorie om	2
as a foil	as n foelie	2
a foil to	n foelie om	2
foil to	foelie om	2
text illustrates structural	teks illustreer strukturele	2
illustrates structural	illustreer strukturele	2
a reader who	n leser wat	2
is sarcastic and	is sarkasties en	2
very short sentences	baie kort sinne	2
proportional	eweredig	2
links to a	skakel na n	2
features of	eienskappe van	2
actually two	eintlik twee	2
text is subjective	teks is subjektief	2
and designed to	en ontwerp om	2
text creates a narrative	teks skep n narratief	2
text uses rhetorical questions as	teks gebruik retoriese vrae as	2
uses rhetorical questions as	gebruik retoriese vrae as	2
uses proverbs	gebruik spreekwoorde	2
uses proverbs to	gebruik spreekwoorde om	2
proverbs to	spreekwoorde om	2
an emotional response from	n emosionele reaksie by	2
an emotional response from the	n emosionele reaksie by die	2
mobile	selfoon	2
phenomenon	teksverskynsel	2
addresses issues	spreek kwessies	2
addresses issues of	spreek kwessies van	2
an inductive approach	n induktiewe benadering	2
inductive approach	induktiewe benadering	2
plurals	meervoude	2
cognitive biases	kognitiewe vooroordele	2
of text with	uit teks met	2
text with the image	teks met die beeld	2
with the image	met die beeld	2
is the act of	is die handeling om	2
of rational	van rasionele	2
charts and graphs	kaarte en grafieke	2
irony sarcasm and	ironie sarkasme en	2
the use of personal	die gebruik van persoonlike	2
text is unusual	teks is ongewoon	2
compared to the	vergelyking met die	2
is when the text	is wanneer die teks	2
terms within	terme binne	2
metatext can	metateks kan	2
text within	teks binne teks	2
in a document	in n dokument	2
narcotic	narkotiese	2
dialogue within	dialoog binne	2
the pragmatics	die pragmatiek	2
the pragmatics of	die pragmatiek van	2
paragraph is about the	paragraaf handel oor die	2
slide is all about the	skyfie gaan alles oor die	2
rhetorical power	retoriese krag	2
rhetorical power of	retoriese krag van	2
the text before	die teks voor	2
text before	teks voor	2
the text before	die teks voor die	2
text before the	teks voor die	2
is a generic	is n generiese	2
open text	oop teks	2
text with a narrative	teks met n narratiewe	2
builds its	bou sy	2
builds its own	bou sy eie	2
careful reading of the text	noukeurige lees van die teks	2
of quotations and	van aanhalings en	2
overall structure of	algehele struktuur van	2
overall structure of the	algehele struktuur van die	2
of the text begins with	van die teks begin met	2
the text begins with	die teks begin met	2
of the text begins with a	van die teks begin met n	2
the text begins with a	die teks begin met n	2
are included	is ingesluit	2
an addictive	n verslawende	2
door	deur	2
hear what	hoor wat	2
text is concrete	teks is konkreet	2
is concrete	is konkreet	2
text is concrete and	teks is konkreet en	2
is concrete and	is konkreet en	2
and rich in	en ryk aan	2
rich in sensory	ryk aan sintuiglike	2
in sensory	aan sintuiglike	2
text reads like a series	teks lees soos n reeks	2
reads like a series	lees soos n reeks	2
like real	soos regte	2
clearly marked	duidelik gemerk	2
a clear chronological	n duidelike chronologiese	2
clear chronological	duidelike chronologiese	2
order in	volgorde in	2
order in the	volgorde in die	2
is stable	is stabiel	2
stable	stabiel	2
text refers to its own	teks verwys na sy eie	2
compositional	komposisietegnieke	2
that allows users	wat gebruikers toelaat	2
that allows users to	wat gebruikers toelaat om	2
the linguistic elements	die linguistiese elemente	2
blurred or	vervaag of	2
uses genre	gebruik genre	2
uses tropes to	gebruik trope om	2
is written in the style	is geskryf in die styl	2
is written in the style of	is geskryf in die styl van	2
in the style of	in die styl van die	2
of the medieval	van die middeleeuse	2
is structured like a	is gestruktureer soos n	2
structured like a	gestruktureer soos n	2
and author are	en skrywer is	2
author are	skrywer is	2
uses myth	gebruik mite	2
myth to	mite om	2
of morphological	van morfologiese	2
of dialogue creates	van dialoog skep	2
dialogue creates	dialoog skep	2
of the paragraphs	van die paragrawe	2
the marginalized	die gemarginaliseerde	2
is deliberate	is doelbewus	2
the stage for	die verhoog vir	2
stage for	verhoog vir	2
clash	botsing	2
communicates with an	kommunikeer met n	2
an audience of	n gehoor van	2
advanced technologies	gevorderde tegnologieë	2
a very literal	n baie letterlike	2
very literal	baie letterlike	2
a living	n lewendige	2
living	lewendige	2
found footage	gevind beeldmateriaal	2
in the story are	in die verhaal word	2
layering of the	gelaagdheid van die	2
is an intrinsic	is n intrinsieke	2
from the context	uit die konteks	2
the analysis of texts	die ontleding van tekste	2
linguistics is concerned	linguistiek is gemoeid	2
linguistics is concerned with	linguistiek is gemoeid met	2
concerned with the study	gemoeid met die studie	2
with the study	met die studie	2
concerned with the study of	gemoeid met die studie van	2
with the study of	met die studie van	2
manipulated and	gemanipuleer en	2
bread	brood	2
emphasizes the linear	beklemtoon die lineêre	2
emphasizes the subjective	beklemtoon die subjektiewe	2
course		2
is expected	word verwag	2
digital environments	digitale omgewings	2
with possible	met moontlike	2
text is heavy	teks is swaar	2
text is heavy on	teks is swaar op	2
is heavy on	is swaar op	2
theory but	teorie maar	2
literature has	literatuur het	2
play and	spel en	2
content uses a	inhoud gebruik n	2
reading through the	lees deur die	2
through the visual	deur die visuele	2
the visual presentation	die visuele aanbieding	2
the visual presentation of	die visuele aanbieding van	2
text creates a non linear reading	teks skep n nie lineêre lesing	2
creates a non linear reading	skep n nie lineêre lesing	2
a non linear reading	n nie lineêre lesing	2
non linear reading	nie lineêre lesing	2
linear reading	lineêre lesing	2
text creates a non linear reading through	teks skep n nie lineêre lesing deur	2
creates a non linear reading through	skep n nie lineêre lesing deur	2
a non linear reading through	n nie lineêre lesing deur	2
non linear reading through	nie lineêre lesing deur	2
linear reading through	lineêre lesing deur	2
reading through	lesing deur	2
using visual	deur visuele	2
extensive use of figurative	uitgebreide gebruik van figuurlike	2
a hypertextual experience	n hipertekstuele ervaring	2
text is a hypertext that	teks is n hiperteks wat	2
intentional	intensionele	2
or many	of baie	2
information conveyed	inligting wat	2
information conveyed by	inligting wat deur	2
their existing	hul bestaande	2
context the	konteks die	2
their fictional	hul fiktiewe	2
fictional aspect	fiktiewe aspek	2
and retrieval	en herwinning	2
the book are	die boek is	2
contain embedded	bevat ingebedde	2
more complex the	meer kompleks die	2
complex the	kompleks die	2
the reading	die leesstof	2
texts allow users	tekste laat gebruikers	2
through rich	deur ryk	2
incidental	toevallige	2
is an appropriate	is n gepaste	2
for learners who	vir leerders wat	2
in an educational	in n opvoedkundige	2
be read aloud	hardop gelees word	2
read aloud	gelees word	2
be read aloud to	hardop gelees word om	2
read aloud to	gelees word om	2
aloud to	word om	2
branch of semiotics	tak van semiotiek	2
branch of semiotics that	tak van semiotiek wat	2
of semiotics that	van semiotiek wat	2
semiotics that	semiotiek wat	2
ambiguities in	onduidelikhede in	2
event as	gebeurtenis as	2
event as a	gebeurtenis as n	2
uses metafiction as	gebruik metafiksie as	2
uses metafiction as a	gebruik metafiksie as n	2
metafiction as a	metafiksie as n	2
threads that	drade wat	2
text is invested in	teks is belê in	2
fundamental questions	fundamentele vrae	2
fundamental questions about	fundamentele vrae oor	2
is a technology of	is n tegnologie van	2
a technology of	n tegnologie van	2
is far	is veels	2
far	veels	2
is far too	is veels te	2
far too	veels te	2
is far too complex	is veels te kompleks	2
far too complex	veels te kompleks	2
too complex to	te kompleks om	2
complex to	kompleks om	2
author explores an	skrywer ondersoek n	2
unexamined	onondersoekte	2
connection between representation	verband tussen voorstelling	2
between representation	tussen voorstelling	2
choice and	taalkeuse en	2
choice and rhetorical	taalkeuse en retoriese	2
the idea of social	die idee van sosiale	2
idea of social	idee van sosiale	2
opposition to	opposisie teen	2
text is carefully structured	teks is noukeurig gestruktureer	2
is carefully structured	is noukeurig gestruktureer	2
carefully structured	noukeurig gestruktureer	2
a clear hierarchy	n duidelike hiërargie	2
clear hierarchy	duidelike hiërargie	2
a clear hierarchy of	n duidelike hiërargie van	2
clear hierarchy of	duidelike hiërargie van	2
organize the	organiseer die	2
connected by the	verbind deur die	2
link	skakelstruktuur	2
the text progresses	die teks vorder	2
in different	by verskillende	2
by means of hyperlinks	deur middel van hiperskakels	2
